,id,id_str,full_text,source,source_url,retweet_count,favorite_count,lang,full_text_lemmatiz,sentiment,polarity,sentiment_analysis
0,1469962406470336516,1469962406470336516,world gone mad marr criticising starmer supporting recommendations chief medical officer new covid restrictions starmer congratulated putting well fellow citizens party political advantage,Twitter for iPad,http://twitter.com/#!/download/ipad,2590,15955,en,"['world', 'gone', 'mad', 'marr', 'criticising', 'starmer', 'supporting', 'recommendation', 'chief', 'medical', 'officer', 'new', 'covid', 'restriction', 'starmer', 'congratulated', 'putting', 'well', 'fellow', 'citizen', 'party', 'political', 'advantage']",0.36090909090909096,-0.04772727272727273,NEGATIVE
1,1469975237894803457,1469975237894803457,doctors amp nurses uk traumatized refusing redeployed covid hospital wards looming omicron surge approaching amp hospitalizations rise… pray everyone listening vaccinated amp boosted else may enough beds,Twitter for iPhone,http://twitter.com/download/iphone,1851,4315,en,"['doctor', 'amp', 'nurse', 'uk', 'traumatized', 'refusing', 'redeployed', 'covid', 'hospital', 'ward', 'looming', 'omicron', 'surge', 'approaching', 'amp', 'hospitalization', 'rise…', 'pray', 'everyone', 'listening', 'vaccinated', 'amp', 'boosted', 'else', 'may', 'enough', 'bed']",0.25,0.0,ZERO
2,1469726461456269315,1469726461456269315,exclusive nigerian government place uk canada saudi arabia covid red list stop airlines flying country sahara reporters,Twitter for Android,http://twitter.com/download/android,899,1896,en,"['exclusive', 'nigerian', 'government', 'place', 'uk', 'canada', 'saudi', 'arabia', 'covid', 'red', 'list', 'stop', 'airline', 'flying', 'country', 'sahara', 'reporter']",0.0,0.0,ZERO
3,1470355047854845959,1470355047854845959,en france montauban chaos montauban angry farmers threw manure police water cannon forced antiriot…,Twitter for iPhone,http://twitter.com/download/iphone,35,0,en,"['en', 'france', 'montauban', 'chaos', 'montauban', 'angry', 'farmer', 'threw', 'manure', 'police', 'water', 'cannon', 'forced', 'antiriot…']",0.6,-0.4,NEGATIVE
4,1470355036886781955,1470355036886781955,hospitals exist service citizens reward good behaviour compliance government hea…,Twitter for Mac,http://itunes.apple.com/us/app/twitter/id409789998?mt=12,326,0,en,"['hospital', 'exist', 'service', 'citizen', 'reward', 'good', 'behaviour', 'compliance', 'government', 'hea…']",0.6000000000000001,0.7,POSITIVE
5,1470355027663458306,1470355027663458306,national immunisation campaign vaccinated districts vitamin wi…,Twitter for Android,http://twitter.com/download/android,5,0,en,"['national', 'immunisation', 'campaign', 'vaccinated', 'district', 'vitamin', 'wi…']",0.0,0.0,ZERO
6,1470355024391774208,1470355024391774208,actors kareena kapoor khan amp amrita arora tested positive covid violated covid norms amp attended several parties bmc ordered people came contact two actors undergo rtpcr test bmc,Twitter Web App,https://mobile.twitter.com,0,0,en,"['actor', 'kareena', 'kapoor', 'khan', 'amp', 'amrita', 'arora', 'tested', 'positive', 'covid', 'violated', 'covid', 'norm', 'amp', 'attended', 'several', 'party', 'bmc', 'ordered', 'people', 'came', 'contact', 'two', 'actor', 'undergo', 'rtpcr', 'test', 'bmc']",0.2727272727272727,0.11363636363636363,POSITIVE
7,1470355022093320194,1470355022093320194,breaking bollywood actress kareenakapoorkhan amritaarora tested positive chinese covid bollywoodactor omicronvirus china coronavirus,Twitter Web App,https://mobile.twitter.com,0,0,en,"['breaking', 'bollywood', 'actress', 'kareenakapoorkhan', 'amritaarora', 'tested', 'positive', 'chinese', 'covid', 'bollywoodactor', 'omicronvirus', 'china', 'coronavirus']",0.2727272727272727,0.11363636363636363,POSITIVE
8,1470355020994727944,1470355020994727944,actors kareena kapoor khan amp amrita arora tested positive covid violated covid norms amp attended several p…,Twitter for Android,http://twitter.com/download/android,214,0,en,"['actor', 'kareena', 'kapoor', 'khan', 'amp', 'amrita', 'arora', 'tested', 'positive', 'covid', 'violated', 'covid', 'norm', 'amp', 'attended', 'several', 'p…']",0.2727272727272727,0.11363636363636363,POSITIVE
9,1470355019295703042,1470355019295703042,covid twodose vaccines induce lower antibodies omicron variant shows study covid coronavirus coronavirusupdates covidvaccine vaccination omicronvirus omicron,Twitter Web App,https://mobile.twitter.com,0,0,en,"['covid', 'twodose', 'vaccine', 'induce', 'lower', 'antibody', 'omicron', 'variant', 'show', 'study', 'covid', 'coronavirus', 'coronavirusupdates', 'covidvaccine', 'vaccination', 'omicronvirus', 'omicron']",0.0,0.0,ZERO
10,1470355010605232131,1470355010605232131,due rising cases omicron variant england ranked level covid alesystem indicates covid cases high increasing across country information read article,Twitter Web App,https://mobile.twitter.com,0,0,en,"['due', 'rising', 'case', 'omicron', 'variant', 'england', 'ranked', 'level', 'covid', 'alesystem', 'indicates', 'covid', 'case', 'high', 'increasing', 'across', 'country', 'information', 'read', 'article']",0.45749999999999996,0.0175,POSITIVE
